subj,gender,vowel,f1,f2,f3,f2-f1
Speaker95,m,ɛ,545.61931805498,1805.61298128825,2458.12068162593,1259.99366323327
Speaker95,m,ɛ,560.207929399874,1718.86990767157,2430.50226817552,1158.66197827169
Speaker95,m,ɛ,571.767841885321,1778.15185589092,2428.97982415253,1206.3840140056
Speaker95,m,ɛ̃,528.994202704498,1908.60427414586,2409.98753085713,1379.61007144136
Speaker95,m,ɨ,417.107806360158,1273.24842461024,2416.6813360968,856.140618250086
Speaker95,m,ɨ,431.332842635769,1169.54958814004,2480.39815378287,738.216745504274
Speaker95,m,ã,429.859407312621,1332.95962966678,2118.59316595128,903.100222354156
Speaker95,m,ã,895.951145935329,1362.16285420145,2758.8398919495,466.211708266125
Speaker95,m,ɨ,426.229909607622,1573.0450442549,2410.15120772741,1146.81513464728
Speaker95,m,ɨ,420.569299975561,1680.47565092574,2560.69774327822,1259.90635095018
Speaker95,m,ə,511.679204460329,1015.57042494138,2378.10049791965,503.891220481054
Speaker95,m,ə,486.017023879383,1156.0768161268,2356.42696373622,670.059792247417
Speaker95,m,ə,536.755366084094,1139.91507573992,2429.82135820303,603.159709655826
Speaker95,m,ə̃,484.956482894147,1252.04751506011,2615.38983092289,767.091032165963
Speaker95,m,ə̃,437.253288075298,1345.02818266576,2537.42385623367,907.774894590464
Speaker95,m,ə̃,441.441279433319,1281.88559596296,2498.68279159635,840.44431652964
Speaker95,m,a,672.761652888548,1245.81684570163,2324.69438729772,573.055192813077
Speaker95,m,ã,619.434159106283,1286.82606063635,2199.86823059687,667.391901530062
Speaker95,m,a,731.877665676451,1361.34097855837,2318.56650254342,629.463312881921
Speaker95,m,ã,682.830311376884,1337.70216309435,2425.58585758924,654.871851717465
Speaker95,m,a,543.849024799716,1611.19096504398,2407.16357039149,1067.34194024426
Speaker95,m,a,621.155616723287,1553.65092810242,2386.64806453096,932.495311379128
Speaker95,m,ã,691.078508915986,1308.0438830775,2376.98486523264,616.965374161509
Speaker95,m,ã,682.182762105843,1358.71224306197,2421.89340268091,676.529480956127
Speaker95,m,a,695.802785905521,1259.69581764197,2376.27820373707,563.893031736454
Speaker95,m,a,724.471026539063,1171.80248556057,2337.76309403129,447.331459021511
Speaker95,m,ã,812.883479913268,1075.43624188822,2355.4572566918,262.552761974951
Speaker95,m,a,838.11902475792,1494.07015312206,2373.87858733555,655.951128364137
Speaker95,m,a,741.698086786431,1354.16541630248,2249.55497700642,612.467329516054
Speaker95,m,ã,761.903910615855,1425.37006278912,2008.12282499171,663.46615217326
Speaker95,m,u,341.555205084842,1283.58292797747,2367.39747329556,942.027722892633
Speaker95,m,ũ,395.59589194409,1929.63017401484,2689.08872385756,1534.03428207075
Speaker95,m,ũ,400.560907016123,1277.75903121979,2497.45180103111,877.198124203672
Speaker95,m,u,367.085048739688,1103.84935663592,2433.8910243458,736.764307896231
Speaker95,m,ũ,384.815289352325,1058.65403457647,2643.85380832616,673.838745224149
Speaker95,m,ũ,345.413611545917,857.529646675684,2478.34746379664,512.116035129766
Speaker95,m,ũ,356.317634519771,872.967408711493,2461.31731856875,516.649774191722
Speaker95,m,u,374.380143977622,1005.94751438373,2265.26915193029,631.567370406107
Speaker95,m,ũ,322.532610307812,1100.94723991391,1995.87405472332,778.414629606097
Speaker95,m,ũ,373.012061838348,1091.53954384174,2121.22574137249,718.527482003396
Speaker95,m,o,381.789122538772,1057.658404776,2392.5638661883,675.869282237233
Speaker95,m,õ,596.897392248463,889.953152443134,2364.77189293091,293.055760194671
Speaker95,m,õ,692.640055631516,878.509942908353,2369.39916705337,185.869887276838
Speaker95,m,o,476.650803814728,1036.39977933296,2281.49403660728,559.748975518234
Speaker95,m,o,399.208856418917,955.403562280146,2378.124799744,556.194705861229
Speaker95,m,õ,400.561564864581,789.213737770837,2622.91682719876,388.652172906255
Speaker95,m,õ,391.543319124305,904.87566472123,2621.33135767064,513.332345596924
Speaker95,m,õ,438.631238221551,638.211042532367,2534.62979164601,199.579804310815
Speaker95,m,o,421.75258346143,801.415392431866,2470.9526814723,379.662808970437
Speaker95,m,o,415.239079222493,852.833385093837,2517.72387540577,437.594305871344
Speaker95,m,õ,408.896410561137,802.19498149077,2476.02373511491,393.298570929633
Speaker95,m,õ,499.392836055778,882.012327953291,2755.90964655409,382.619491897514
Speaker95,m,o,507.648063400155,934.712899397482,2340.74685101658,427.064835997326
Speaker95,m,o,397.587361987951,797.13417701193,2479.88278927988,399.546815023979
Speaker95,m,ɔ̃,364.685555147602,823.810510454475,2384.86214925468,459.124955306873
Speaker95,m,ɔ̃,571.802536700087,924.470322984801,2430.92457037899,352.667786284714
Speaker95,m,ɔ,407.90980605398,929.523915014136,2222.71670379869,521.614108960156
Speaker95,m,ɔ,404.519392883511,1026.57347512576,2398.18656282025,622.054082242252
Speaker95,m,ɔ,401.470957470614,1091.71600707699,2280.21753191446,690.245049606372
Speaker95,m,ɔ̃,519.438597012608,958.522341614538,2308.19348754563,439.083744601929
Speaker95,m,ɔ̃,516.675468860399,1017.22554203829,2361.85397171421,500.550073177888
Speaker95,m,ɔ,563.143371084365,964.445978330188,2258.26670703452,401.302607245824
Speaker95,m,ɔ,542.610726312504,993.159820548914,2319.77147496975,450.54909423641
Speaker95,m,ɔ̃,694.629228759615,2202.75556002016,2427.80715127178,1508.12633126055
Speaker95,m,ɔ,474.809706222661,1041.67320159799,2406.81655322694,566.863495375325
Speaker95,m,ɔ̃,428.124937378589,1113.93547733735,2338.04109036599,685.81053995876
Speaker95,m,ɔ̃,488.027132915914,1053.40239583677,2463.48907213377,565.375262920852
Speaker95,m,ɔ̃,429.87598350746,956.044863534503,2447.75702520891,526.168880027043
Speaker95,m,ɔ,571.444072236773,880.674090120879,2361.59658910255,309.230017884106
Speaker95,m,ɔ,521.605987476139,1010.50985247937,2382.59499664023,488.903865003232
Speaker95,m,ɔ̃,497.809643956414,844.248011868386,2288.18432846112,346.438367911972
Speaker95,m,ɔ,457.350228852424,956.05597799095,2315.19798433776,498.705749138526
Speaker95,m,ɔ,216.195007143465,988.562915346114,2332.08733395602,772.36790820265
Speaker95,m,ɔ̃,810.755115174152,2364.89890286378,2767.59050936099,1554.14378768963
Speaker95,m,ɔ̃,855.561368511608,2302.18161023489,3378.224131732,1446.62024172328
